timestamp,rssi,lqi,device_id
'2023-08-26 12:23:17058',-67,108,2
'2023-08-26 12:23:17058',-60,108,2
'2023-08-26 12:23:17151',-60,108,2
'2023-08-26 12:23:17151',-67,108,2
'2023-08-26 12:23:17244',-67,108,2
'2023-08-26 12:23:17245',-60,108,2
'2023-08-26 12:23:17338',-67,108,2
'2023-08-26 12:23:17339',-60,108,2
'2023-08-26 12:23:17432',-67,108,2
'2023-08-26 12:23:17433',-60,108,2
'2023-08-26 12:23:17526',-67,108,2
'2023-08-26 12:23:17527',-60,108,2
'2023-08-26 12:23:17619',-60,108,2
'2023-08-26 12:23:17620',-66,108,2
'2023-08-26 12:23:17713',-67,108,2
'2023-08-26 12:23:17714',-60,108,2
'2023-08-26 12:23:17807',-67,108,2
'2023-08-26 12:23:17807',-60,108,2
'2023-08-26 12:23:17901',-67,108,2
'2023-08-26 12:23:17901',-60,108,2
'2023-08-26 12:23:17995',-66,108,2
'2023-08-26 12:23:17995',-60,108,2
'2023-08-26 12:23:18088',-60,108,2
'2023-08-26 12:23:18089',-67,108,2
'2023-08-26 12:23:18182',-67,108,2
'2023-08-26 12:23:18182',-60,108,2
'2023-08-26 12:23:18276',-67,108,2
'2023-08-26 12:23:18276',-60,108,2
'2023-08-26 12:23:18370',-67,108,2
'2023-08-26 12:23:18370',-60,108,2
'2023-08-26 12:23:18464',-67,108,2
'2023-08-26 12:23:18464',-60,108,2
'2023-08-26 12:23:18557',-66,108,2
'2023-08-26 12:23:18557',-60,108,2
'2023-08-26 12:23:18651',-67,108,2
'2023-08-26 12:23:18651',-60,108,2
'2023-08-26 12:23:18745',-67,108,2
'2023-08-26 12:23:18745',-60,108,2
'2023-08-26 12:23:18839',-67,108,2
'2023-08-26 12:23:18839',-60,108,2
'2023-08-26 12:23:18934',-60,108,2
'2023-08-26 12:23:18935',-67,108,2
'2023-08-26 12:23:19026',-60,108,2
'2023-08-26 12:23:19027',-67,108,2
'2023-08-26 12:23:19120',-67,108,2
'2023-08-26 12:23:19120',-60,108,2
'2023-08-26 12:23:19214',-67,108,2
'2023-08-26 12:23:19214',-60,108,2
'2023-08-26 12:23:19308',-67,108,2
'2023-08-26 12:23:19308',-60,108,2
'2023-08-26 12:23:19400',-60,108,2
'2023-08-26 12:23:19402',-67,108,2
'2023-08-26 12:23:19494',-67,108,2
'2023-08-26 12:23:19495',-60,108,2
'2023-08-26 12:23:19588',-67,108,2
'2023-08-26 12:23:19589',-60,108,2
'2023-08-26 12:23:19683',-67,108,2
'2023-08-26 12:23:19683',-60,108,2
'2023-08-26 12:23:19776',-67,108,2
'2023-08-26 12:23:19777',-60,108,2
'2023-08-26 12:23:19869',-60,108,2
'2023-08-26 12:23:19871',-67,108,2
'2023-08-26 12:23:19963',-67,108,2
'2023-08-26 12:23:19963',-60,108,2
'2023-08-26 12:23:20057',-67,108,2
'2023-08-26 12:23:20057',-60,108,2
'2023-08-26 12:23:20152',-66,108,2
'2023-08-26 12:23:20152',-60,108,2
'2023-08-26 12:23:20245',-67,108,2
'2023-08-26 12:23:20246',-60,108,2
