timestamp,rssi,lqi,device_id
'2023-08-26 12:23:17058',-66,107,2
'2023-08-26 12:23:17058',-69,107,2
'2023-08-26 12:23:17151',-69,107,2
'2023-08-26 12:23:17152',-66,107,2
'2023-08-26 12:23:17244',-66,107,2
'2023-08-26 12:23:17244',-69,107,2
'2023-08-26 12:23:17338',-66,107,2
'2023-08-26 12:23:17339',-69,107,2
'2023-08-26 12:23:17432',-66,107,2
'2023-08-26 12:23:17432',-69,107,2
'2023-08-26 12:23:17526',-66,107,2
'2023-08-26 12:23:17527',-69,107,2
'2023-08-26 12:23:17619',-69,107,2
'2023-08-26 12:23:17620',-66,107,2
'2023-08-26 12:23:17713',-66,107,2
'2023-08-26 12:23:17713',-69,107,2
'2023-08-26 12:23:17807',-66,107,2
'2023-08-26 12:23:17808',-69,107,2
'2023-08-26 12:23:17901',-66,107,2
'2023-08-26 12:23:17902',-69,107,2
'2023-08-26 12:23:17995',-66,107,2
'2023-08-26 12:23:17995',-69,107,2
'2023-08-26 12:23:18088',-69,107,2
'2023-08-26 12:23:18089',-66,107,2
'2023-08-26 12:23:18182',-69,107,2
'2023-08-26 12:23:18183',-66,107,2
'2023-08-26 12:23:18276',-66,107,2
'2023-08-26 12:23:18276',-69,107,2
'2023-08-26 12:23:18370',-66,107,2
'2023-08-26 12:23:18370',-69,107,2
'2023-08-26 12:23:18464',-66,107,2
'2023-08-26 12:23:18464',-69,107,2
'2023-08-26 12:23:18557',-69,107,2
'2023-08-26 12:23:18558',-66,107,2
'2023-08-26 12:23:18651',-66,107,2
'2023-08-26 12:23:18651',-69,107,2
'2023-08-26 12:23:18745',-66,107,2
'2023-08-26 12:23:18745',-69,107,2
'2023-08-26 12:23:18839',-66,107,2
'2023-08-26 12:23:18839',-69,107,2
'2023-08-26 12:23:18934',-69,107,2
'2023-08-26 12:23:18935',-66,107,2
'2023-08-26 12:23:19026',-69,107,2
'2023-08-26 12:23:19027',-66,107,2
'2023-08-26 12:23:19120',-66,107,2
'2023-08-26 12:23:19120',-69,107,2
'2023-08-26 12:23:19214',-66,107,2
'2023-08-26 12:23:19214',-69,107,2
'2023-08-26 12:23:19308',-66,107,2
'2023-08-26 12:23:19308',-69,107,2
'2023-08-26 12:23:19401',-69,107,2
'2023-08-26 12:23:19402',-66,107,2
'2023-08-26 12:23:19495',-69,107,2
'2023-08-26 12:23:19495',-66,107,2
'2023-08-26 12:23:19588',-66,107,2
'2023-08-26 12:23:19589',-69,107,2
'2023-08-26 12:23:19682',-66,107,2
'2023-08-26 12:23:19683',-69,107,2
'2023-08-26 12:23:19776',-66,107,2
'2023-08-26 12:23:19777',-69,107,2
'2023-08-26 12:23:19869',-69,107,2
'2023-08-26 12:23:19870',-66,107,2
'2023-08-26 12:23:19963',-69,107,2
'2023-08-26 12:23:19964',-66,107,2
'2023-08-26 12:23:20057',-66,107,2
'2023-08-26 12:23:20057',-69,107,2
'2023-08-26 12:23:20152',-66,107,2
'2023-08-26 12:23:20152',-69,107,2
'2023-08-26 12:23:20245',-66,107,2
'2023-08-26 12:23:20246',-69,107,2
'2023-08-26 12:23:20338',-69,107,2
'2023-08-26 12:23:20340',-66,107,2
'2023-08-26 12:23:20433',-69,107,2
'2023-08-26 12:23:20434',-66,107,2
'2023-08-26 12:23:20526',-66,107,2
'2023-08-26 12:23:20526',-69,107,2
'2023-08-26 12:23:20620',-66,107,2
'2023-08-26 12:23:20620',-69,107,2
'2023-08-26 12:23:20714',-66,107,2
'2023-08-26 12:23:20714',-69,107,2
'2023-08-26 12:23:20807',-69,107,2
'2023-08-26 12:23:20808',-66,107,2
'2023-08-26 12:23:20901',-66,107,2
'2023-08-26 12:23:20901',-69,107,2
'2023-08-26 12:23:20995',-66,107,2
'2023-08-26 12:23:20996',-69,107,2
'2023-08-26 12:23:21089',-66,107,2
'2023-08-26 12:23:21089',-69,107,2
'2023-08-26 12:23:21182',-69,107,2
'2023-08-26 12:23:21183',-66,107,2
'2023-08-26 12:23:21276',-69,107,2
'2023-08-26 12:23:21277',-66,107,2
'2023-08-26 12:23:21370',-66,107,2
'2023-08-26 12:23:21370',-69,107,2
'2023-08-26 12:23:21464',-66,107,2
'2023-08-26 12:23:21464',-69,107,2
'2023-08-26 12:23:21557',-66,107,2
'2023-08-26 12:23:21558',-69,107,2
'2023-08-26 12:23:21650',-69,107,2
'2023-08-26 12:23:21652',-66,107,2
'2023-08-26 12:23:21745',-69,107,2
'2023-08-26 12:23:21745',-66,107,2
'2023-08-26 12:23:21838',-66,107,2
'2023-08-26 12:23:21839',-69,107,2
'2023-08-26 12:23:21932',-66,107,2
'2023-08-26 12:23:21933',-69,107,2
'2023-08-26 12:23:22026',-66,107,2
'2023-08-26 12:23:22027',-69,107,2
'2023-08-26 12:23:22119',-69,107,2
'2023-08-26 12:23:22120',-66,107,2
'2023-08-26 12:23:22214',-69,107,2
'2023-08-26 12:23:22214',-66,107,2
'2023-08-26 12:23:22307',-66,107,2
'2023-08-26 12:23:22308',-69,107,2
'2023-08-26 12:23:22401',-66,107,2
'2023-08-26 12:23:22402',-69,107,2
'2023-08-26 12:23:22495',-66,107,2
'2023-08-26 12:23:22496',-69,107,2
'2023-08-26 12:23:22589',-69,107,2
'2023-08-26 12:23:22589',-66,107,2
'2023-08-26 12:23:22682',-66,107,2
'2023-08-26 12:23:22682',-69,107,2
'2023-08-26 12:23:22776',-66,107,2
'2023-08-26 12:23:22776',-69,107,2
'2023-08-26 12:23:22870',-66,107,2
'2023-08-26 12:23:22870',-69,107,2
'2023-08-26 12:23:22964',-66,107,2
'2023-08-26 12:23:22964',-69,107,2
'2023-08-26 12:23:23057',-69,107,2
'2023-08-26 12:23:23058',-66,107,2
'2023-08-26 12:23:23151',-66,107,2
'2023-08-26 12:23:23151',-69,107,2
'2023-08-26 12:23:23245',-66,107,2
'2023-08-26 12:23:23245',-69,107,2
'2023-08-26 12:23:23339',-66,107,2
'2023-08-26 12:23:23339',-69,107,2
'2023-08-26 12:23:23432',-69,107,2
'2023-08-26 12:23:23433',-66,107,2
'2023-08-26 12:23:23526',-66,107,2
'2023-08-26 12:23:23526',-69,107,2
'2023-08-26 12:23:23620',-66,107,2
'2023-08-26 12:23:23620',-69,107,2
'2023-08-26 12:23:23714',-66,107,2
'2023-08-26 12:23:23714',-69,107,2
'2023-08-26 12:23:23808',-66,107,2
'2023-08-26 12:23:23808',-69,107,2
'2023-08-26 12:23:23900',-69,107,2
'2023-08-26 12:23:23902',-66,107,2
'2023-08-26 12:23:23995',-69,107,2
'2023-08-26 12:23:23995',-66,107,2
'2023-08-26 12:23:24088',-66,107,2
'2023-08-26 12:23:24089',-69,107,2
'2023-08-26 12:23:24182',-66,107,2
'2023-08-26 12:23:24183',-69,107,2
'2023-08-26 12:23:24276',-66,107,2
'2023-08-26 12:23:24277',-69,107,2
'2023-08-26 12:23:24369',-69,107,2
'2023-08-26 12:23:24370',-66,107,2
'2023-08-26 12:23:24463',-69,107,2
'2023-08-26 12:23:24464',-66,107,2
'2023-08-26 12:23:24557',-66,107,2
'2023-08-26 12:23:24557',-69,107,2
'2023-08-26 12:23:24651',-66,107,2
'2023-08-26 12:23:24652',-69,107,2
'2023-08-26 12:23:24745',-66,107,2
'2023-08-26 12:23:24745',-69,107,2
'2023-08-26 12:23:24838',-69,107,2
'2023-08-26 12:23:24839',-66,107,2
'2023-08-26 12:23:24932',-66,107,2
'2023-08-26 12:23:24932',-69,107,2
'2023-08-26 12:23:25026',-66,107,2
'2023-08-26 12:23:25027',-69,107,2
'2023-08-26 12:23:25120',-66,107,2
'2023-08-26 12:23:25121',-69,107,2
'2023-08-26 12:23:25214',-66,107,2
'2023-08-26 12:23:25215',-69,107,2
'2023-08-26 12:23:25308',-69,107,2
'2023-08-26 12:23:25308',-66,107,2
'2023-08-26 12:23:25401',-66,107,2
'2023-08-26 12:23:25402',-69,107,2
'2023-08-26 12:23:25495',-66,107,2
'2023-08-26 12:23:25495',-69,107,2
'2023-08-26 12:23:25589',-66,107,2
'2023-08-26 12:23:25589',-69,107,2
'2023-08-26 12:23:25682',-69,107,2
'2023-08-26 12:23:25683',-66,107,2
'2023-08-26 12:23:25776',-66,107,2
'2023-08-26 12:23:25776',-69,107,2
'2023-08-26 12:23:25870',-66,107,2
'2023-08-26 12:23:25871',-69,107,2
'2023-08-26 12:23:25964',-66,107,2
'2023-08-26 12:23:25964',-69,107,2
'2023-08-26 12:23:26058',-66,107,2
'2023-08-26 12:23:26058',-69,107,2
'2023-08-26 12:23:26151',-69,107,2
'2023-08-26 12:23:26152',-66,107,2
'2023-08-26 12:23:26245',-66,107,2
'2023-08-26 12:23:26245',-69,107,2
'2023-08-26 12:23:26340',-66,107,2
'2023-08-26 12:23:26340',-69,107,2
'2023-08-26 12:23:27608',-63,107,2
'2023-08-26 12:23:27608',-69,107,2
'2023-08-26 12:23:27697',-64,107,2
'2023-08-26 12:23:27698',-69,107,2
'2023-08-26 12:23:27791',-69,107,2
'2023-08-26 12:23:27791',-64,107,2
'2023-08-26 12:23:27885',-63,107,2
'2023-08-26 12:23:27885',-69,107,2
'2023-08-26 12:23:27978',-64,107,2
'2023-08-26 12:23:27979',-69,107,2
'2023-08-26 12:23:28073',-64,107,2
'2023-08-26 12:23:28073',-69,107,2
'2023-08-26 12:23:28166',-64,107,2
'2023-08-26 12:23:28167',-69,107,2
'2023-08-26 12:23:28260',-69,107,2
'2023-08-26 12:23:28260',-64,107,2
'2023-08-26 12:23:28353',-64,107,2
'2023-08-26 12:23:28354',-69,107,2
'2023-08-26 12:23:28447',-63,107,2
'2023-08-26 12:23:28447',-69,107,2
'2023-08-26 12:23:28541',-64,107,2
'2023-08-26 12:23:28541',-69,107,2
'2023-08-26 12:23:28635',-64,107,2
'2023-08-26 12:23:28635',-69,107,2
'2023-08-26 12:23:28728',-69,107,2
'2023-08-26 12:23:28729',-64,107,2
'2023-08-26 12:23:28822',-64,107,2
'2023-08-26 12:23:28823',-69,107,2
'2023-08-26 12:23:28916',-63,107,2
'2023-08-26 12:23:28916',-69,107,2
'2023-08-26 12:23:29023',-63,107,2
'2023-08-26 12:23:29023',-69,107,2
'2023-08-26 12:23:29104',-64,107,2
'2023-08-26 12:23:29104',-69,107,2
'2023-08-26 12:23:29197',-69,107,2
'2023-08-26 12:23:29198',-64,107,2
'2023-08-26 12:23:29291',-64,107,2
'2023-08-26 12:23:29291',-69,107,2
'2023-08-26 12:23:29385',-64,107,2
'2023-08-26 12:23:29385',-69,107,2
'2023-08-26 12:23:29479',-64,107,2
'2023-08-26 12:23:29479',-69,107,2
'2023-08-26 12:23:29572',-69,107,2
'2023-08-26 12:23:29573',-64,107,2
'2023-08-26 12:23:29665',-64,107,2
'2023-08-26 12:23:29666',-69,107,2
'2023-08-26 12:23:29759',-64,107,2
'2023-08-26 12:23:29760',-69,107,2
'2023-08-26 12:23:29853',-64,107,2
'2023-08-26 12:23:29854',-69,107,2
'2023-08-26 12:23:29947',-64,107,2
'2023-08-26 12:23:29948',-69,107,2
'2023-08-26 12:23:30041',-69,107,2
'2023-08-26 12:23:30042',-64,107,2
'2023-08-26 12:23:30134',-64,107,2
'2023-08-26 12:23:30135',-69,107,2
'2023-08-26 12:23:30228',-64,107,2
'2023-08-26 12:23:30229',-69,107,2
'2023-08-26 12:23:30322',-64,107,2
'2023-08-26 12:23:30323',-69,107,2
'2023-08-26 12:23:30417',-64,107,2
'2023-08-26 12:23:30417',-69,107,2
'2023-08-26 12:23:30510',-69,107,2
'2023-08-26 12:23:30511',-64,107,2
'2023-08-26 12:23:30603',-64,107,2
'2023-08-26 12:23:30603',-69,107,2
'2023-08-26 12:23:30697',-64,107,2
'2023-08-26 12:23:30698',-69,107,2
'2023-08-26 12:23:30791',-64,107,2
'2023-08-26 12:23:30791',-69,107,2
'2023-08-26 12:23:30885',-64,107,2
'2023-08-26 12:23:30885',-69,107,2
'2023-08-26 12:23:30978',-69,107,2
'2023-08-26 12:23:30979',-63,107,2
'2023-08-26 12:23:31072',-64,107,2
'2023-08-26 12:23:31072',-69,107,2
'2023-08-26 12:23:31166',-64,107,2
'2023-08-26 12:23:31166',-69,107,2
'2023-08-26 12:23:31260',-63,107,2
'2023-08-26 12:23:31260',-69,107,2
'2023-08-26 12:23:31354',-64,107,2
