timestamp,rssi,lqi,device_id
'2023-08-26 12:26:47,800',-99,75,33
'2023-08-26 12:26:47,895',-99,75,33
'2023-08-26 12:26:47,989',-99,75,33
'2023-08-26 12:26:48,176',-99,63,33
'2023-08-26 12:26:48,363',-99,78,33
'2023-08-26 12:26:48,551',-100,78,33
'2023-08-26 12:26:48,738',-99,78,33
'2023-08-26 12:26:48,832',-99,78,33
'2023-08-26 12:26:48,926',-99,78,33
'2023-08-26 12:26:49,020',-99,78,33
'2023-08-26 12:26:49,113',-99,78,33
'2023-08-26 12:26:49,395',-99,74,33
'2023-08-26 12:26:49,489',-99,74,33
'2023-08-26 12:26:49,676',-99,74,33
'2023-08-26 12:26:49,958',-99,73,33
'2023-08-26 12:26:50,332',-99,71,33
'2023-08-26 12:26:50,613',-99,75,33
'2023-08-26 12:26:50,707',-99,75,33
'2023-08-26 12:26:50,802',-99,75,33
'2023-08-26 12:26:50,895',-99,75,33
'2023-08-26 12:26:50,988',-100,75,33
'2023-08-26 12:26:51,082',-99,75,33
'2023-08-26 12:26:51,176',-99,75,33
'2023-08-26 12:26:51,364',-100,70,33
'2023-08-26 12:26:51,458',-99,70,33
'2023-08-26 12:26:51,550',-99,70,33
'2023-08-26 12:26:51,832',-99,73,33
'2023-08-26 12:26:51,926',-100,73,33
'2023-08-26 12:26:52,114',-99,74,33
'2023-08-26 12:26:52,208',-99,74,33
'2023-08-26 12:26:52,488',-100,75,33
'2023-08-26 12:26:52,582',-99,75,33
'2023-08-26 12:26:52,676',-100,75,33
'2023-08-26 12:26:52,864',-99,75,33
'2023-08-26 12:26:52,958',-99,75,33
'2023-08-26 12:26:53,051',-99,75,33
'2023-08-26 12:26:53,144',-99,75,33
'2023-08-26 12:26:53,332',-100,71,33
'2023-08-26 12:26:53,521',-99,83,33
'2023-08-26 12:26:53,614',-99,83,33
'2023-08-26 12:26:53,707',-99,83,33
'2023-08-26 12:26:54,082',-99,83,33
'2023-08-26 12:26:54,176',-100,83,33
'2023-08-26 12:26:54,270',-99,83,33
'2023-08-26 12:26:54,364',-100,83,33
'2023-08-26 12:26:54,457',-99,83,33
'2023-08-26 12:26:54,738',-99,83,33
'2023-08-26 12:26:54,832',-99,83,33
'2023-08-26 12:26:54,926',-99,83,33
'2023-08-26 12:26:55,302',-99,74,33
'2023-08-26 12:26:55,394',-99,74,33
'2023-08-26 12:26:55,488',-99,74,33
'2023-08-26 12:26:55,582',-99,74,33
'2023-08-26 12:26:55,958',-100,61,33
'2023-08-26 12:26:56,144',-99,61,33
'2023-08-26 12:26:56,238',-99,61,33
'2023-08-26 12:26:56,426',-100,61,33
'2023-08-26 12:26:56,520',-99,61,33
'2023-08-26 12:26:56,614',-99,61,33
'2023-08-26 12:26:56,894',-100,82,33
'2023-08-26 12:26:56,989',-99,82,33
'2023-08-26 12:26:57,084',-99,82,33
'2023-08-26 12:26:58,354',-88,82,33
'2023-08-26 12:26:58,449',-88,82,33
'2023-08-26 12:26:58,543',-88,82,33
'2023-08-26 12:26:58,637',-88,82,33
'2023-08-26 12:26:58,730',-88,82,33
'2023-08-26 12:26:58,824',-88,82,33
