timestamp,rssi,lqi,device_id
'2023-08-26 12:31:21,599',-99,83,148
'2023-08-26 12:31:21,600',-101,65,149
'2023-08-26 12:31:21,691',-101,65,149
'2023-08-26 12:31:21,692',-99,83,148
'2023-08-26 12:31:21,784',-99,83,148
'2023-08-26 12:31:21,785',-101,65,149
'2023-08-26 12:31:21,878',-100,65,149
'2023-08-26 12:31:21,879',-99,83,148
'2023-08-26 12:31:21,972',-100,65,149
'2023-08-26 12:31:21,973',-99,83,148
'2023-08-26 12:31:22,066',-100,65,149
'2023-08-26 12:31:22,066',-99,83,148
'2023-08-26 12:31:22,160',-101,65,149
'2023-08-26 12:31:22,160',-99,83,148
'2023-08-26 12:31:22,253',-99,83,148
'2023-08-26 12:31:22,347',-99,83,148
'2023-08-26 12:31:22,348',-101,65,149
'2023-08-26 12:31:22,441',-101,65,149
'2023-08-26 12:31:22,441',-99,83,148
'2023-08-26 12:31:22,535',-101,65,149
'2023-08-26 12:31:22,535',-99,83,148
'2023-08-26 12:31:22,629',-101,65,149
'2023-08-26 12:31:22,629',-99,83,148
'2023-08-26 12:31:22,722',-99,83,148
'2023-08-26 12:31:22,816',-99,83,148
'2023-08-26 12:31:22,910',-99,83,148
'2023-08-26 12:31:23,004',-99,83,148
'2023-08-26 12:31:23,004',-100,69,149
'2023-08-26 12:31:23,098',-99,83,148
'2023-08-26 12:31:23,098',-101,69,149
'2023-08-26 12:31:23,191',-99,83,148
'2023-08-26 12:31:23,192',-101,69,149
'2023-08-26 12:31:23,285',-100,83,148
'2023-08-26 12:31:23,286',-100,69,149
'2023-08-26 12:31:23,379',-101,69,149
'2023-08-26 12:31:23,379',-100,83,148
'2023-08-26 12:31:23,473',-99,83,148
'2023-08-26 12:31:23,566',-99,83,148
'2023-08-26 12:31:23,567',-101,72,149
'2023-08-26 12:31:23,660',-99,83,148
'2023-08-26 12:31:23,661',-101,72,149
'2023-08-26 12:31:23,753',-100,72,149
'2023-08-26 12:31:23,754',-99,83,148
'2023-08-26 12:31:23,847',-101,72,149
'2023-08-26 12:31:23,848',-100,83,148
'2023-08-26 12:31:23,941',-99,83,148
'2023-08-26 12:31:23,941',-101,72,149
'2023-08-26 12:31:24,035',-99,83,148
'2023-08-26 12:31:24,129',-99,83,148
'2023-08-26 12:31:24,129',-101,68,149
'2023-08-26 12:31:24,223',-99,83,148
'2023-08-26 12:31:24,223',-101,68,149
'2023-08-26 12:31:24,316',-99,83,148
'2023-08-26 12:31:24,410',-99,83,148
'2023-08-26 12:31:24,504',-101,68,149
'2023-08-26 12:31:24,598',-101,68,149
'2023-08-26 12:31:24,598',-99,82,148
'2023-08-26 12:31:24,691',-101,68,149
'2023-08-26 12:31:24,692',-99,82,148
'2023-08-26 12:31:24,785',-99,82,148
'2023-08-26 12:31:24,785',-101,68,149
'2023-08-26 12:31:24,879',-99,82,148
'2023-08-26 12:31:24,879',-100,68,149
'2023-08-26 12:31:24,972',-101,68,149
'2023-08-26 12:31:24,973',-99,82,148
'2023-08-26 12:31:25,066',-101,68,149
'2023-08-26 12:31:25,067',-99,82,148
'2023-08-26 12:31:25,160',-99,82,148
'2023-08-26 12:31:25,161',-100,68,149
'2023-08-26 12:31:25,253',-99,82,148
'2023-08-26 12:31:25,254',-101,68,149
'2023-08-26 12:31:25,347',-101,68,149
'2023-08-26 12:31:25,348',-99,82,148
'2023-08-26 12:31:25,441',-101,68,149
'2023-08-26 12:31:25,441',-99,82,148
'2023-08-26 12:31:25,535',-99,82,148
'2023-08-26 12:31:25,629',-101,68,149
'2023-08-26 12:31:25,629',-100,82,148
'2023-08-26 12:31:25,722',-99,82,148
'2023-08-26 12:31:25,816',-99,82,148
'2023-08-26 12:31:25,817',-100,68,149
'2023-08-26 12:31:25,910',-99,82,148
'2023-08-26 12:31:26,003',-101,71,149
'2023-08-26 12:31:26,004',-99,82,148
'2023-08-26 12:31:26,097',-99,82,148
'2023-08-26 12:31:26,098',-101,71,149
'2023-08-26 12:31:26,191',-99,82,148
'2023-08-26 12:31:26,285',-99,82,148
'2023-08-26 12:31:26,285',-100,71,149
'2023-08-26 12:31:26,380',-99,82,148
'2023-08-26 12:31:26,380',-101,71,149
'2023-08-26 12:31:26,473',-99,82,148
'2023-08-26 12:31:26,473',-101,71,149
'2023-08-26 12:31:26,566',-99,82,148
'2023-08-26 12:31:26,660',-100,71,149
'2023-08-26 12:31:26,660',-99,82,148
'2023-08-26 12:31:26,754',-100,71,149
'2023-08-26 12:31:26,754',-99,82,148
'2023-08-26 12:31:26,848',-101,71,149
'2023-08-26 12:31:26,848',-99,82,148
'2023-08-26 12:31:26,942',-100,82,148
'2023-08-26 12:31:26,942',-101,71,149
'2023-08-26 12:31:27,035',-99,82,148
'2023-08-26 12:31:27,036',-101,71,149
'2023-08-26 12:31:27,129',-99,82,148
'2023-08-26 12:31:27,223',-100,82,148
'2023-08-26 12:31:27,316',-99,82,148
'2023-08-26 12:31:27,316',-101,73,149
'2023-08-26 12:31:27,410',-99,82,148
'2023-08-26 12:31:27,504',-99,82,148
'2023-08-26 12:31:27,598',-101,73,149
'2023-08-26 12:31:27,598',-99,82,148
'2023-08-26 12:31:27,691',-99,82,148
'2023-08-26 12:31:27,692',-100,73,149
'2023-08-26 12:31:27,785',-99,82,148
'2023-08-26 12:31:27,786',-100,73,149
'2023-08-26 12:31:27,879',-99,82,148
'2023-08-26 12:31:27,879',-101,73,149
'2023-08-26 12:31:27,972',-101,73,149
'2023-08-26 12:31:27,973',-99,82,148
'2023-08-26 12:31:28,066',-99,82,148
'2023-08-26 12:31:28,160',-99,82,148
'2023-08-26 12:31:28,161',-101,69,149
'2023-08-26 12:31:28,254',-100,82,148
'2023-08-26 12:31:28,254',-101,69,149
'2023-08-26 12:31:28,347',-99,82,148
'2023-08-26 12:31:28,348',-101,69,149
'2023-08-26 12:31:28,441',-100,82,148
'2023-08-26 12:31:28,441',-100,69,149
'2023-08-26 12:31:28,535',-99,82,148
'2023-08-26 12:31:28,535',-100,69,149
'2023-08-26 12:31:28,629',-100,82,148
'2023-08-26 12:31:28,629',-101,69,149
'2023-08-26 12:31:28,723',-100,69,149
'2023-08-26 12:31:28,723',-100,82,148
'2023-08-26 12:31:28,816',-99,82,148
'2023-08-26 12:31:28,910',-99,82,148
'2023-08-26 12:31:28,911',-101,69,149
'2023-08-26 12:31:29,004',-101,69,149
'2023-08-26 12:31:29,004',-100,82,148
'2023-08-26 12:31:29,098',-101,69,149
'2023-08-26 12:31:29,098',-99,82,148
'2023-08-26 12:31:29,191',-100,82,148
'2023-08-26 12:31:29,192',-101,69,149
'2023-08-26 12:31:29,285',-100,82,148
'2023-08-26 12:31:29,286',-100,69,149
'2023-08-26 12:31:29,379',-99,82,148
'2023-08-26 12:31:29,473',-99,82,148
'2023-08-26 12:31:29,474',-101,73,149
'2023-08-26 12:31:29,566',-99,82,148
'2023-08-26 12:31:29,660',-99,82,148
'2023-08-26 12:31:29,660',-100,66,149
'2023-08-26 12:31:29,754',-99,82,148
'2023-08-26 12:31:29,848',-100,74,149
'2023-08-26 12:31:29,941',-101,74,149
'2023-08-26 12:31:29,942',-99,82,148
'2023-08-26 12:31:30,035',-101,74,149
'2023-08-26 12:31:30,129',-99,80,148
'2023-08-26 12:31:30,129',-101,74,149
'2023-08-26 12:31:30,222',-99,80,148
'2023-08-26 12:31:30,222',-101,74,149
