timestamp,rssi,lqi,device_id
'2023-08-26 12:26:26721',-99,80,3
'2023-08-26 12:26:26813',-99,80,3
'2023-08-26 12:26:26907',-98,80,3
'2023-08-26 12:26:27001',-98,80,3
'2023-08-26 12:26:27095',-98,80,3
'2023-08-26 12:26:27188',-98,80,3
'2023-08-26 12:26:27282',-98,80,3
'2023-08-26 12:26:27376',-99,80,3
'2023-08-26 12:26:27470',-99,80,3
'2023-08-26 12:26:27564',-98,80,3
'2023-08-26 12:26:27658',-98,80,3
'2023-08-26 12:26:27751',-99,80,3
'2023-08-26 12:26:27845',-99,80,3
'2023-08-26 12:26:27939',-98,80,3
'2023-08-26 12:26:28033',-99,80,3
'2023-08-26 12:26:28127',-98,80,3
'2023-08-26 12:26:28220',-99,80,3
'2023-08-26 12:26:28313',-98,80,3
'2023-08-26 12:26:28407',-99,80,3
'2023-08-26 12:26:28595',-98,83,3
'2023-08-26 12:26:28688',-98,83,3
'2023-08-26 12:26:28782',-99,83,3
'2023-08-26 12:26:28876',-99,83,3
'2023-08-26 12:26:28970',-98,83,3
'2023-08-26 12:26:29064',-99,83,3
'2023-08-26 12:26:29157',-98,83,3
'2023-08-26 12:26:29251',-98,83,3
'2023-08-26 12:26:29345',-98,83,3
'2023-08-26 12:26:29533',-98,88,3
'2023-08-26 12:26:29627',-98,88,3
'2023-08-26 12:26:29719',-99,88,3
'2023-08-26 12:26:29813',-98,88,3
'2023-08-26 12:26:29908',-98,88,3
'2023-08-26 12:26:30002',-98,88,3
'2023-08-26 12:26:30094',-98,88,3
'2023-08-26 12:26:30189',-98,88,3
'2023-08-26 12:26:30283',-98,88,3
'2023-08-26 12:26:30377',-99,88,3
'2023-08-26 12:26:30469',-99,88,3
'2023-08-26 12:26:30563',-98,88,3
'2023-08-26 12:26:30658',-98,88,3
'2023-08-26 12:26:30752',-99,88,3
'2023-08-26 12:26:30844',-99,88,3
'2023-08-26 12:26:30939',-98,88,3
'2023-08-26 12:26:31033',-99,88,3
'2023-08-26 12:26:31127',-98,88,3
'2023-08-26 12:26:31219',-98,88,3
'2023-08-26 12:26:31314',-98,88,3
'2023-08-26 12:26:31407',-99,88,3
'2023-08-26 12:26:31502',-98,88,3
'2023-08-26 12:26:31594',-98,88,3
'2023-08-26 12:26:31688',-98,88,3
'2023-08-26 12:26:31782',-99,88,3
