timestamp,rssi,lqi,device_id
'2023-08-26 12:23:17,059',-97,92,12
'2023-08-26 12:23:17,151',-98,92,12
'2023-08-26 12:23:17,245',-97,92,12
'2023-08-26 12:23:17,339',-98,92,12
'2023-08-26 12:23:17,432',-98,92,12
'2023-08-26 12:23:17,526',-98,92,12
'2023-08-26 12:23:17,620',-98,92,12
'2023-08-26 12:23:17,714',-97,92,12
'2023-08-26 12:23:17,807',-98,92,12
'2023-08-26 12:23:17,901',-97,92,12
'2023-08-26 12:23:17,995',-98,92,12
'2023-08-26 12:23:18,089',-98,92,12
'2023-08-26 12:23:18,183',-98,92,12
'2023-08-26 12:23:18,276',-97,92,12
'2023-08-26 12:23:18,370',-98,92,12
'2023-08-26 12:23:18,464',-98,92,12
'2023-08-26 12:23:18,558',-98,92,12
'2023-08-26 12:23:18,744',-98,92,12
'2023-08-26 12:23:18,934',-98,92,12
'2023-08-26 12:23:19,026',-98,92,12
'2023-08-26 12:23:19,120',-98,92,12
'2023-08-26 12:23:19,214',-98,92,12
'2023-08-26 12:23:19,307',-98,92,12
'2023-08-26 12:23:19,401',-98,92,12
'2023-08-26 12:23:19,495',-98,92,12
'2023-08-26 12:23:19,589',-98,92,12
'2023-08-26 12:23:19,683',-97,92,12
'2023-08-26 12:23:19,870',-98,92,12
'2023-08-26 12:23:19,963',-98,92,12
'2023-08-26 12:23:20,058',-97,92,12
'2023-08-26 12:23:20,152',-97,92,12
'2023-08-26 12:23:20,246',-98,92,12
'2023-08-26 12:23:20,339',-98,92,12
'2023-08-26 12:23:20,433',-98,92,12
'2023-08-26 12:23:20,526',-98,92,12
'2023-08-26 12:23:20,620',-98,92,12
'2023-08-26 12:23:20,714',-98,92,12
'2023-08-26 12:23:20,807',-98,92,12
'2023-08-26 12:23:20,901',-98,92,12
'2023-08-26 12:23:20,995',-98,92,12
'2023-08-26 12:23:21,089',-98,92,12
'2023-08-26 12:23:21,182',-97,92,12
'2023-08-26 12:23:21,276',-97,92,12
'2023-08-26 12:23:21,370',-98,92,12
'2023-08-26 12:23:21,464',-97,92,12
'2023-08-26 12:23:21,652',-97,92,12
'2023-08-26 12:23:21,744',-98,92,12
'2023-08-26 12:23:21,839',-97,92,12
'2023-08-26 12:23:21,933',-98,92,12
'2023-08-26 12:23:22,026',-97,92,12
'2023-08-26 12:23:22,214',-98,89,12
'2023-08-26 12:23:22,307',-98,89,12
'2023-08-26 12:23:22,401',-98,89,12
'2023-08-26 12:23:22,495',-97,89,12
'2023-08-26 12:23:22,589',-98,89,12
'2023-08-26 12:23:22,682',-98,89,12
'2023-08-26 12:23:22,776',-98,89,12
'2023-08-26 12:23:22,870',-98,89,12
'2023-08-26 12:23:22,964',-98,89,12
'2023-08-26 12:23:23,058',-98,89,12
'2023-08-26 12:23:23,150',-98,89,12
'2023-08-26 12:23:23,244',-98,89,12
'2023-08-26 12:23:23,339',-97,89,12
'2023-08-26 12:23:23,526',-98,89,12
'2023-08-26 12:23:23,621',-98,89,12
'2023-08-26 12:23:23,713',-98,89,12
'2023-08-26 12:23:23,807',-97,89,12
'2023-08-26 12:23:23,901',-97,89,12
'2023-08-26 12:23:23,995',-97,89,12
'2023-08-26 12:23:24,089',-98,89,12
'2023-08-26 12:23:24,182',-98,89,12
'2023-08-26 12:23:24,276',-97,89,12
'2023-08-26 12:23:24,370',-98,89,12
'2023-08-26 12:23:24,464',-97,89,12
'2023-08-26 12:23:24,556',-98,89,12
'2023-08-26 12:23:24,651',-98,89,12
'2023-08-26 12:23:24,745',-98,89,12
'2023-08-26 12:23:24,839',-98,89,12
'2023-08-26 12:23:24,933',-98,89,12
'2023-08-26 12:23:25,026',-98,89,12
'2023-08-26 12:23:25,120',-98,89,12
'2023-08-26 12:23:25,214',-97,89,12
'2023-08-26 12:23:25,308',-98,89,12
'2023-08-26 12:23:25,400',-97,89,12
'2023-08-26 12:23:25,494',-98,89,12
'2023-08-26 12:23:25,588',-98,89,12
'2023-08-26 12:23:25,683',-98,89,12
'2023-08-26 12:23:25,777',-98,89,12
'2023-08-26 12:23:25,871',-98,89,12
'2023-08-26 12:23:25,963',-97,89,12
'2023-08-26 12:23:26,057',-97,89,12
'2023-08-26 12:23:26,151',-98,89,12
'2023-08-26 12:23:26,246',-98,89,12
'2023-08-26 12:23:26,339',-97,89,12
'2023-08-26 12:23:27,609',-92,89,12
'2023-08-26 12:23:27,697',-91,89,12
'2023-08-26 12:23:27,791',-92,89,12
'2023-08-26 12:23:27,885',-90,89,12
'2023-08-26 12:23:27,978',-92,89,12
'2023-08-26 12:23:28,072',-92,89,12
'2023-08-26 12:23:28,260',-92,89,12
'2023-08-26 12:23:28,354',-92,89,12
'2023-08-26 12:23:28,448',-92,89,12
'2023-08-26 12:23:28,542',-92,89,12
'2023-08-26 12:23:28,634',-92,89,12
'2023-08-26 12:23:28,729',-92,89,12
'2023-08-26 12:23:28,823',-92,89,12
'2023-08-26 12:23:28,917',-92,89,12
'2023-08-26 12:23:29,023',-92,89,12
'2023-08-26 12:23:29,197',-92,89,12
'2023-08-26 12:23:29,291',-92,89,12
'2023-08-26 12:23:29,385',-92,89,12
'2023-08-26 12:23:29,479',-92,89,12
'2023-08-26 12:23:29,573',-91,89,12
'2023-08-26 12:23:29,666',-92,89,12
'2023-08-26 12:23:29,760',-92,89,12
'2023-08-26 12:23:29,854',-92,89,12
'2023-08-26 12:23:29,948',-92,89,12
'2023-08-26 12:23:30,041',-92,89,12
'2023-08-26 12:23:30,135',-91,89,12
'2023-08-26 12:23:30,229',-92,89,12
'2023-08-26 12:23:30,323',-92,89,12
'2023-08-26 12:23:30,415',-92,89,12
'2023-08-26 12:23:30,510',-92,89,12
'2023-08-26 12:23:30,603',-92,89,12
'2023-08-26 12:23:30,698',-92,89,12
'2023-08-26 12:23:30,791',-92,89,12
'2023-08-26 12:23:30,886',-92,89,12
'2023-08-26 12:23:30,978',-92,89,12
'2023-08-26 12:23:31,072',-92,89,12
'2023-08-26 12:23:31,166',-92,89,12
'2023-08-26 12:23:31,260',-92,89,12
'2023-08-26 12:23:31,354',-92,89,12
'2023-08-26 12:23:31,447',-92,89,12
'2023-08-26 12:23:31,541',-92,89,12
'2023-08-26 12:23:31,635',-92,89,12
'2023-08-26 12:23:31,729',-92,89,12
'2023-08-26 12:23:31,821',-92,89,12
'2023-08-26 12:23:31,916',-92,89,12
'2023-08-26 12:23:32,019',-92,89,12
'2023-08-26 12:23:32,105',-92,89,12
'2023-08-26 12:23:32,198',-92,89,12
'2023-08-26 12:23:32,291',-92,89,12
'2023-08-26 12:23:32,385',-91,89,12
'2023-08-26 12:23:32,479',-92,89,12
'2023-08-26 12:23:32,573',-92,89,12
'2023-08-26 12:23:32,665',-92,89,12
'2023-08-26 12:23:32,760',-92,89,12
'2023-08-26 12:23:32,853',-92,89,12
'2023-08-26 12:23:32,948',-92,89,12
'2023-08-26 12:23:33,042',-92,89,12
'2023-08-26 12:23:33,134',-92,89,12
'2023-08-26 12:23:33,228',-92,89,12
'2023-08-26 12:23:33,323',-92,89,12
'2023-08-26 12:23:33,417',-92,89,12
'2023-08-26 12:23:33,510',-91,89,12
'2023-08-26 12:23:33,603',-92,89,12
'2023-08-26 12:23:33,697',-92,89,12
'2023-08-26 12:23:33,791',-92,89,12
'2023-08-26 12:23:33,885',-92,89,12
'2023-08-26 12:23:33,979',-91,89,12
'2023-08-26 12:23:34,072',-91,89,12
'2023-08-26 12:23:34,166',-92,89,12
'2023-08-26 12:23:34,260',-92,89,12
'2023-08-26 12:23:34,354',-92,89,12
'2023-08-26 12:23:34,448',-92,89,12
'2023-08-26 12:23:34,541',-92,89,12
'2023-08-26 12:23:34,635',-92,89,12
'2023-08-26 12:23:34,729',-92,89,12
'2023-08-26 12:23:34,823',-91,89,12
'2023-08-26 12:23:34,915',-92,89,12
'2023-08-26 12:23:35,019',-92,89,12
'2023-08-26 12:23:35,104',-92,89,12
'2023-08-26 12:23:35,197',-92,89,12
'2023-08-26 12:23:35,291',-92,89,12
'2023-08-26 12:23:35,384',-92,89,12
'2023-08-26 12:23:35,479',-92,89,12
'2023-08-26 12:23:35,572',-92,89,12
'2023-08-26 12:23:35,666',-92,89,12
'2023-08-26 12:23:35,760',-92,89,12
'2023-08-26 12:23:35,853',-92,89,12
'2023-08-26 12:23:35,947',-92,89,12
'2023-08-26 12:23:36,041',-92,89,12
'2023-08-26 12:23:36,135',-92,89,12
'2023-08-26 12:23:36,229',-92,89,12
'2023-08-26 12:23:36,321',-92,89,12
'2023-08-26 12:23:36,416',-92,89,12
'2023-08-26 12:23:36,510',-92,89,12
'2023-08-26 12:23:36,604',-92,89,12
'2023-08-26 12:23:36,698',-92,89,12
'2023-08-26 12:23:36,791',-92,89,12
'2023-08-26 12:23:38,162',-95,89,12
'2023-08-26 12:23:38,257',-95,89,12
'2023-08-26 12:23:38,350',-95,89,12
'2023-08-26 12:23:38,444',-94,89,12
'2023-08-26 12:23:38,538',-95,89,12
'2023-08-26 12:23:38,632',-95,89,12
'2023-08-26 12:23:38,726',-95,89,12
'2023-08-26 12:23:38,819',-95,89,12
'2023-08-26 12:23:38,913',-94,89,12
'2023-08-26 12:23:39,022',-95,89,12
'2023-08-26 12:23:39,101',-95,89,12
'2023-08-26 12:23:39,195',-95,89,12
'2023-08-26 12:23:39,288',-95,89,12
'2023-08-26 12:23:39,382',-95,89,12
'2023-08-26 12:23:39,476',-95,89,12
'2023-08-26 12:23:39,664',-95,89,12
'2023-08-26 12:23:39,758',-95,89,12
'2023-08-26 12:23:39,850',-95,89,12
'2023-08-26 12:23:39,944',-95,89,12
'2023-08-26 12:23:40,038',-95,89,12
'2023-08-26 12:23:40,132',-95,89,12
'2023-08-26 12:23:40,226',-95,89,12
'2023-08-26 12:23:40,319',-95,89,12
'2023-08-26 12:23:40,414',-95,89,12
'2023-08-26 12:23:40,507',-95,89,12
'2023-08-26 12:23:40,601',-95,89,12
'2023-08-26 12:23:40,695',-95,89,12
'2023-08-26 12:23:40,788',-95,89,12
'2023-08-26 12:23:40,882',-95,89,12
'2023-08-26 12:23:40,976',-95,89,12
'2023-08-26 12:23:41,071',-95,89,12
'2023-08-26 12:23:41,162',-94,89,12
'2023-08-26 12:23:41,257',-95,89,12
'2023-08-26 12:23:41,351',-95,89,12
'2023-08-26 12:23:41,445',-95,89,12
'2023-08-26 12:23:41,539',-95,89,12
'2023-08-26 12:23:41,631',-95,89,12
'2023-08-26 12:23:41,726',-95,89,12
'2023-08-26 12:23:41,820',-94,89,12
'2023-08-26 12:23:41,914',-95,89,12
'2023-08-26 12:23:42,020',-95,89,12
'2023-08-26 12:23:42,100',-95,89,12
'2023-08-26 12:23:42,194',-95,89,12
'2023-08-26 12:23:42,382',-95,89,12
'2023-08-26 12:23:42,476',-95,89,12
'2023-08-26 12:23:42,569',-95,89,12
'2023-08-26 12:23:42,663',-94,89,12
'2023-08-26 12:23:42,757',-95,89,12
'2023-08-26 12:23:42,851',-95,89,12
'2023-08-26 12:23:42,945',-95,89,12
'2023-08-26 12:23:43,038',-95,89,12
'2023-08-26 12:23:43,132',-95,89,12
'2023-08-26 12:23:43,226',-95,89,12
'2023-08-26 12:23:43,414',-95,89,12
'2023-08-26 12:23:43,507',-95,89,12
'2023-08-26 12:23:43,600',-95,89,12
'2023-08-26 12:23:43,694',-95,89,12
'2023-08-26 12:23:43,789',-95,89,12
'2023-08-26 12:23:43,883',-95,89,12
'2023-08-26 12:23:43,976',-95,89,12
'2023-08-26 12:23:44,069',-95,89,12
'2023-08-26 12:23:44,163',-95,89,12
'2023-08-26 12:23:44,257',-95,89,12
'2023-08-26 12:23:44,351',-95,89,12
'2023-08-26 12:23:44,445',-95,89,12
'2023-08-26 12:23:44,538',-95,89,12
'2023-08-26 12:23:44,632',-95,89,12
'2023-08-26 12:23:44,726',-95,89,12
'2023-08-26 12:23:44,820',-95,89,12
'2023-08-26 12:23:44,913',-95,89,12
'2023-08-26 12:23:45,023',-95,89,12
'2023-08-26 12:23:45,101',-95,89,12
'2023-08-26 12:23:45,195',-95,89,12
'2023-08-26 12:23:45,289',-95,89,12
'2023-08-26 12:23:45,381',-95,89,12
'2023-08-26 12:23:45,476',-95,89,12
'2023-08-26 12:23:45,570',-95,89,12
'2023-08-26 12:23:45,664',-95,89,12
'2023-08-26 12:23:45,756',-95,89,12
'2023-08-26 12:23:45,851',-95,89,12
'2023-08-26 12:23:45,945',-95,89,12
'2023-08-26 12:23:46,132',-95,89,12
'2023-08-26 12:23:46,226',-95,89,12
'2023-08-26 12:23:46,414',-95,104,12
'2023-08-26 12:23:46,507',-95,104,12
'2023-08-26 12:23:46,601',-95,104,12
'2023-08-26 12:23:46,695',-95,104,12
'2023-08-26 12:23:46,789',-95,104,12
'2023-08-26 12:23:46,883',-95,104,12
'2023-08-26 12:23:47,069',-95,102,12
'2023-08-26 12:23:47,163',-95,102,12
'2023-08-26 12:23:47,257',-95,102,12
'2023-08-26 12:23:47,351',-95,102,12
'2023-08-26 12:23:47,445',-95,102,12
'2023-08-26 12:23:48,707',-99,102,12
'2023-08-26 12:23:48,888',-99,102,12
'2023-08-26 12:23:49,004',-99,102,12
'2023-08-26 12:23:49,076',-100,102,12
'2023-08-26 12:23:49,169',-99,102,12
'2023-08-26 12:23:49,451',-99,74,12
'2023-08-26 12:23:49,545',-100,74,12
'2023-08-26 12:23:49,733',-100,74,12
'2023-08-26 12:23:49,827',-100,74,12
'2023-08-26 12:23:49,921',-100,74,12
'2023-08-26 12:23:50,014',-99,74,12
'2023-08-26 12:23:50,108',-100,74,12
'2023-08-26 12:23:50,202',-99,74,12
'2023-08-26 12:23:50,296',-100,74,12
'2023-08-26 12:23:50,483',-100,74,12
'2023-08-26 12:23:50,576',-99,74,12
'2023-08-26 12:23:50,671',-99,74,12
'2023-08-26 12:23:50,764',-99,74,12
'2023-08-26 12:23:50,952',-100,80,12
'2023-08-26 12:23:51,139',-100,70,12
'2023-08-26 12:23:51,232',-99,70,12
'2023-08-26 12:23:51,326',-99,70,12
'2023-08-26 12:23:51,420',-99,70,12
'2023-08-26 12:23:51,514',-99,70,12
'2023-08-26 12:23:51,889',-99,76,12
'2023-08-26 12:23:52,076',-99,78,12
'2023-08-26 12:23:52,170',-99,78,12
'2023-08-26 12:23:52,264',-100,78,12
'2023-08-26 12:23:52,357',-99,78,12
'2023-08-26 12:23:52,451',-100,78,12
'2023-08-26 12:23:52,639',-100,78,12
'2023-08-26 12:23:52,733',-100,78,12
'2023-08-26 12:23:52,827',-99,78,12
'2023-08-26 12:23:53,014',-100,78,12
